,index,Unnamed: 0,company,description,label,name
224,219,,bubunited,"BUNITED: Student Diversity Conference is a conference planning committee dedicated to encouraging thoughtful dialogue about the diverse set of issues that impact our society. Founded in 2015 by a group of students at Boston University, B|UNITED aims to bring quality content from different voices in New England, from college students to emerging professionals, from topics such as systemic racism to how to end persistent rape culture. B|UNITED hosts a conference every February during President's Day weekend, and approximately 250 attendees from cities across the East Coast come to engage with thoughtful people with likeminded interests in social issues.",No,BUNITED Student Diversity Conference
225,220,,ryan-house,"With our world-class care and programs, we embrace all children and their families as they navigate life-limiting or end-of-life journeys through:  -Palliative and respite care that addresses the emotional, spiritual, and social needs of the family -Continuity of care from diagnosis to end-of-life -Expert care provided by our prestigious care partners and highly-trained staff -A loving community that offers ongoing support and compassion",No,Ryan House
226,221,,sri-international,"SRI International is a nonprofit, independent research center serving government and industry. We work on some of the world’s most important problems, collaborating across technical disciplines to spark new ideas and solutions. Our research and innovations have led to new industries and products that impact people’s lives every day—from the computer mouse and interactive computing to medical ultrasound, cancer drugs, and much more.  Working with government and industry partners, SRI brings its innovations to the marketplace through technology licensing, spin-off ventures and new product solutions.  More information is available at www.sri.com.    LinkedIn group: http://www.linkedin.com/groups/SRI-International  Facebook.com/sri.intl  Twitter.com/SRI_Intl  YouTube.com/user/innovationSRI",No,SRI International
227,0,0.0,309542," Akvelon is a software engineering organization focused on enabling software-centric companies to deliver on their engineering and business commitments, knowledge retention, and growth by building and operating dedicated, long term software engineering team extensions   One of Puget Sound Business Journal’s fastest-growing private companies in Washington State, Akvelon focuses on the fundamentals: smart solutions, efficient execution, and proven methodology. Our employees are committed to providing companies with outstanding performance and persistent problem-solving.   Companies, such as T-Mobile, Microsoft, Allyis, Perlego, and many more, have greatly benefited from working with Akvelon’s talented employees. We provide clients with the opportunity to reduce costs, increase profitability, and make their visions become a reality.  Specialties Cloud Computing, Business Efficiency with CRM, SharePoint, Dynamics CRM, Mobile Computing, Business Analysis, Business Intelligence, Infrastructure Solutions, Application and Product Development, Software Testing Services, C/C++ / Win32 / WCF / WPF / Embedded / Virtualization, Porting and Web-Enabling Legacy Applications, Budgeted Projects and/or Team Extensions, Microsoft Certified, Mobile Applications  Interested in opportunities? Check out our open positions at:  http://akvelon.com/careers/  Twitter: @AkvelonInc Facebook: https://www.facebook.com/Akvelon/  Akvelon is an Equal Opportunity Employer - All qualified applicants will receive consideration. We do not discriminate on the basis of race, color, religion, gender, national origin, age, disability, veteran status, or any other factor determined to be unlawful under applicable law.",Yes,"Akvelon, Inc."
228,1,1.0,2620735,"Lyft was founded in 2012 by Logan Green and John Zimmer to improve people’s lives with the world’s best transportation, and is available to approximately 95 percent of the United States population as well as select cities in Canada. Lyft is committed to effecting positive change for our cities by offsetting carbon emissions from all rides, and by promoting transportation equity through shared rides, bikeshare systems, electric scooters, and public transit partnerships.",No,Lyft
229,2,2.0,28895,"Forescout Technologies, Inc. provides security at first sight. Our company delivers device visibility and control to enable enterprises and government agencies to gain complete situational awareness of their environment and orchestrate action. ",No,Forescout Technologies Inc.
230,3,3.0,167251,"Dropbox is the world’s first smart workspace that helps people and teams focus on the work that matters. With more than 600 million registered users across 180 countries, we’re on a mission to design a more enlightened way of working. Dropbox is headquartered in San Francisco, CA, and has 12 offices around the world.   To learn more about working at Dropbox, visit dropbox.com/jobs ",No,Dropbox
231,4,4.0,3048967,"VMware Tanzu helps you modernize your applications and infrastructure with a common goal: deliver better software to production, continuously. The portfolio simplifies multi-cloud operations, while freeing developers to move faster and access the right resources for building the best applications. VMware Tanzu enables development and operations’ teams to work together in new ways that deliver transformative business results. ",No,"Pivotal Software, Inc."
232,5,5.0,229978,"We provide cloud-based software via subscription that enables any company in any industry to successfully launch, manage, and transform into a subscription business. Our vision is simple. We call it “The World Subscribed.” It’s the idea that one day every company will be a part of the Subscription Economy. Our mission is to enable all companies to be successful in the Subscription Economy.  Architected specifically for dynamic, recurring subscription business models, our solution functions as an intelligent subscription management hub that automates, integrates and extends the entire subscription order-to-cash process, including billing and revenue recognition. Our cloud-based software solution is the system of record for subscription businesses.  Zuora serves more than 1,000 companies around the world, including Box, Rogers, Schneider Electric, Xplornet and Zendesk. Headquartered in the Silicon Valley, Zuora also operates offices around the world in the U.S., EMEA and APAC. To learn more about the Zuora platform, please visit www.zuora.com.",No,Zuora
233,6,6.0,19022,"DocuSign® helps organizations connect and automate how they prepare, sign, act on, and manage agreements. As part of the DocuSign Agreement Cloud, DocuSign offers eSignature: the world's #1 way to sign electronically on practically any device, from almost anywhere, at any time. Today, hundreds of thousands of customers and hundreds of millions of users in over 180 countries use DocuSign to accelerate the process of doing business and simplify people's lives.",No,DocuSign
234,7,7.0,229433,"Cloudera and Hortonworks have merged to become one company. At Cloudera, we believe data can make what is impossible today, possible tomorrow.  Cloudera is building the industry's first enterprise data cloud – a modern data architecture, for a data-driven world.   Only Cloudera can deliver that powerful combination of capabilities from the Edge to AI…and beyond!   History:  Cloudera was founded in 2008 by some of the brightest minds at Silicon Valley’s leading companies, including Google (Christophe Bisciglia), Yahoo! (Amr Awadallah), Oracle (Mike Olson), and Facebook (Jeff Hammerbacher). Our founders held at their core the belief that open source, open standards, and open markets are best.   That belief remains central to our values. Doug Cutting, co-creator of Hadoop, joined the company in 2009 as Chief Architect and remains in that role.   Today: We have 3000+ employees doing business in 28 countries, 2000+ customers across all markets, and 3000+ solution and service partners.  The world’s leading organizations choose Cloudera to grow their businesses, improve lives, and advance human achievement. ",No,Cloudera
235,8,8.0,64251,"MuleSoft, the world’s #1 integration and API platform, makes it easy to connect data from any system to create connected experiences, faster. For more information, visit https://www.mulesoft.com.",No,MuleSoft
236,9,9.0,234625,"Zscaler enables the world’s leading organizations to securely transform their networks and applications for a mobile and cloud first world. Its flagship services, Zscaler Internet Access and Zscaler Private Access, create fast, secure connections between users and applications, regardless of device, location, or network. Zscaler services are 100% cloud-delivered and offer the simplicity, enhanced security, and improved user experience that traditional appliances or hybrid solutions are unable to match. Used in more than 185 countries, Zscaler operates the world’s largest cloud security platform, protecting thousands of enterprises and government agencies from cyberattacks and data loss.    Stay Connected: LinkedIn: https://www.linkedin.com/company/zscaler Twitter:  https://www.twitter.com/zscaler Facebook:  https://www.facebook.com/Zscaler/",No,Zscaler
237,10,10.0,926041,"Okta is the leading independent provider of identity for the enterprise. The Okta Identity Cloud enables organizations to both secure and manage their extended enterprise, and transform their customers’ experiences. With over 5,500 pre-built integrations to applications and infrastructure providers, Okta customers can easily and securely adopt the technologies they need to fulfill their missions. Over 5,600 organizations, including 20th Century Fox, JetBlue, Nordstrom, Slack, Teach for America and Twilio, trust Okta to securely connect their people and technology.",No,"Okta, Inc."
238,11,11.0,50076,"Roku pioneered streaming to the TV. We connect users to the streaming content they love, enable content publishers to build and monetize large audiences, and provide advertisers with unique capabilities to engage consumers. Roku streaming players and Roku TV™ models are available around the world through direct retail sales and licensing arrangements with TV OEMs and service operators.",No,Roku Inc.
239,12,12.0,1124131,"Pinterest's mission is to bring everyone the inspiration to create a life they love. It’s the biggest dataset of ideas ever assembled, with over 100 billion recipes, home hacks, style inspiration and other ideas to try. More than 250 million people around the world use Pinterest to dream about, plan and prepare for things they want to do in life.",No,Pinterest
240,13,13.0,2532259,"Meet Happy! Zoom helps businesses and organizations bring their teams together in a frictionless environment to get more done. Our easy, reliable cloud platform for video, phone, content sharing, and chat runs across mobile devices, desktops, telephones, and room systems. Message me to learn more about how Zoom can help your business or organization Visit zoom.com and follow @zoom_us.  Zoom was founded in 2011 by experienced leaders and engineers from Cisco and WebEx. Every founding engineer has over 10 years of real-time collaboration software experience. Our mission is to develop a people-centric cloud service that transforms the real-time collaboration experience and improves the quality and effectiveness of communications forever.   Zoom has received numerous accolades and awards over the last year including:  - Named New Leader in 2016 Gartner Web Conferencing Magic Quadrant  - InFlow Analysis Market Compass for Webinar Leader - Placed on the Forbes Cloud 100 List - JMP Hot 100 Award - Aragon Research Hot Vendor Award - Let’s Do Video Readers’ Choice Award - Emergence Capital’s Emergence Award - Frost & Sullivan Entrepreneurial Company of the Year - Leader Spot in Aragon Research Globe for Web/Video Conferencing - Named Visionary in 2015 Gartner Web Conferencing Magic Quadrant - Recognized in Gartner Critical Capabilities for Web Conferencing  Sign up for your free account at http://zoom.us",No,Zoom Video Communications
241,14,14.0,2582861,"Greenhouse Software is the fastest-growing provider of enterprise talent acquisition software. Thousands of the smartest and most successful companies like Cisco Meraki, Time Inc., and Airbnb use Greenhouse’s intelligent guidance to design and automate all aspects of hiring throughout their organizations, helping them compete and win for top talent. Greenhouse has won numerous awards including #1 Best Place to Work by Glassdoor, Forbes Cloud 100, and Talent Acquisition FrontRunner leader by Software Advice. To learn more, visit greenhouse.io.",No,Greenhouse Software
242,15,15.0,10630755,"Varo’s mission is to redefine banking so it’s easy for everyone to make smart choices with their money.  And we’re on our way. In July 2018, the Office of the Comptroller of the Currency (OCC) granted Varo preliminary approval for a national bank charter, keeping us on track to become the first mobile-only national bank in U.S. history.  We’re working toward our mission with a team that uniquely and strategically combines banking veterans with technology experts. The banking experts provide decades of industry experience, and the tech experts can build a mobile app that offers everyone access to no-cost, premium banking, including high-yield savings and auto-saving tools.   Varo has raised $78M to date, led by Warburg Pincus and The Rise Fund/TPG Growth.",No,Varo Money Inc.
243,16,16.0,12576,"Syncsort is the global leader in Big Iron to Big Data software. We organize data everywhere, to keep the world working – the same data that powers machine learning, AI and predictive analytics. We use our decades of experience so that more than 7,000 customers, including 84 of the Fortune 100, can quickly extract value from their critical data anytime, anywhere. Our products provide a simple way to optimize, assure, integrate, and advance data, helping to solve for the present and prepare for the future. Learn more at syncsort.com",No,Syncsort
244,17,17.0,264317,"Foursquare is a technology company that enriches consumer experiences and informs business decisions through a deep understanding of location intelligence.  Every month, more than 50 million people use the Foursquare City Guide app, Foursquare Swarm check-in app and websites to discover new places, explore the world and check in. Our community of explorers have left 91 million tips and checked in 12 billion times. Foursquare’s Places API powers location data for Apple, Samsung, Microsoft, Twitter, Uber, Airbnb and 100,000 other developers. Foursquare’s business solutions also include Pinpoint, Attribution, Pilgrim SDK and Foursquare Analytics, which empower brands to understand and connect to targeted audiences as well as measure foot traffic and advertising success.  Foursquare has over 250 employees based in New York headquarters and offices in San Francisco, Los Angeles, London, and Singapore. Foursquare is proud to be funded by Union Square Ventures, Andreessen Horowitz, DFJ Growth, Morgan Stanley Alternative Investment Partners and more.  U.S. offices  New York City, San Francisco, Chicago, Los Angeles  International offices  London,  Singapore",No,Foursquare
245,18,18.0,35342,"Schrödinger is opening new worlds of possibility for drug discovery and materials design through its industry-leading computational platform which is deployed by pharmaceutical, biotechnology, chemical, and electronics companies to accelerate R&D in both drug discovery and materials design. The Schrödinger platform revolutionizes discovery by enabling far broader exploration of chemical space and delivers better therapeutic candidates and higher-quality compounds far faster than traditional methods, at a lower cost, and with a higher probability of success.  Schrödinger has built a robust pipeline of therapeutic assets, held both internally and in partnerships, and has co-founded leading biotech companies, including Nimbus Therapeutics and Morphic Therapeutic.  Through significant and ongoing investments in basic research, Schrödinger continues to drive advances in its computational platform and has made scientific breakthroughs across many areas of drug discovery and materials science. Hundreds of peer-reviewed scientific publications by Schrödinger scientists are frequently among the most heavily cited in their fields.  Founded in 1990, Schrödinger has approximately 400 employees in its New York City headquarters and around the world. Visit schrodinger.com for more information.  Fast Facts • Platform built on 25+ years of R&D • Industry-leading software business serving customers in 70 countries • 400 innovative employees worldwide, 150 Ph.D. scientists on staff • Team of 70+ biologists, computational, and medical chemists collaborating on drug discovery projects • Highly differentiated pipeline, including both partnered and wholly-owned programs with 5 clinical-stage and 25 discovery programs, including 2 FDA-approved oncology drugs",No,Schrödinger
246,19,19.0,512844,"Born out of frustration with the traditional cash register business, ShopKeep's iPad-based point of sale system was designed by a retailer with a noble aim:  ..to rescue independent business owners from the nightmare of archaic POS (a.k.a. Pieces Of S**t), and replace it with something beautiful, simple and affordable. It turned out that by doing this, we were giving our fellow merchants a fighting chance against the big guys. So we kept doing it.",No,ShopKeep
247,20,20.0,2098890,"Percolate offers solutions to introduce visibility into the marketing process, improve coordination of work, and effectively build marketing campaigns and content. The world’s largest brands — including Mastercard, Cisco, Cigna, Electronic Arts, and Bosch — use Percolate to create a coordinated customer experience, reduce production costs, and understand marketing impact.  To learn more about how Percolate helps teams achieve their most ambitious marketing goals, visit us today at www.percolate.com",No,Percolate Inc.
248,21,21.0,102216,"At FocusVision, we are in the business of Customer Truth™, looking beyond the voice of the customer to understand their hearts and mind to understand how they think, feel and act.  We believe that a customer's truth is the most powerful element that can be used by all business leaders to authentically understand, engage and connect with their customer.  It provides the perspective of why they do what they do based on interacting with them holistically.  Customer Truth™ is what connects a brand's story with their customer's story.  This is what we enable our clients to do every day.  With our comprehensive suite of experience insights software solutions including advanced survey, online interview and focus group, and online qualitative research community solutions, FocusVision is the only insights technology company that can bring you close enough to your customer to have a full understanding of how they think, feel and act.  How we help:  - Customer: Voice of the Customer programs, customer journey mapping and assessment, test online user experience - Brand: Test brand health, Net Promoter Scores, segment and target, test campaigns and messaging, post-event feedback - Product: Map the market, test product and marketing concepts, test packaging and pricing - Employees: Ask for employee feedback, send pulse surveys, 360-degree reviews  Let us know how we can help you!  - Clients include Facebook, P&G, Microsoft, GM, eBay, Lilly, McDonald's, Pepsi, Pfizer, Salesforce, IPSOS, 3M, L'Oreal, Universal Music, Comcast, and Walmart.  - FocusVision won the 2019 Martech Breakthrough Award for Outstanding Innovation in customer experience management.",No,FocusVision
249,22,22.0,12567,"Return Path is the leader in email deliverability. Every day, tens of thousands of customers trust Return Path data and insights to help them optimize their email marketing. Partnered with best-in-class email service providers, we help marketers take their email programs to the next level by driving more response and increasing revenue.  Return Path was acquired by Validity in May 2019. The combination of Return Path and Validity provides organizations with the most comprehensive technology solutions to target, contact, engage, and retain customers effectively.",No,Return Path
250,23,23.0,10095599,"Our machine learning products deliver automation and human augmentation, allowing individuals and organizations to realize their full potential.  Today, the world's largest organizations rely on ASAPP to provide amazingly efficient and effective customer experiences.  Our Research & Development team is unparalleled, driving the advancement of AI, machine learning, speech recognition, robotic process automation, natural language processing and more.    If you are interested in working with us, please send an email to info@asapp.com.  If you're interested in learning about our job opportunities, please reach out at careers@asapp.com.",No,ASAPP
251,24,24.0,1337,"With millions of jobs on LinkedIn, find one meant for you. #InItTogether  Founded in 2003, LinkedIn connects the world's professionals to make them more productive and successful. With more than 675+ million members worldwide, including executives from every Fortune 500 company, LinkedIn is the world's largest professional network. The company has a diversified business model with revenue coming from Talent Solutions, Marketing Solutions, and Premium Subscriptions products. Headquartered in Silicon Valley, LinkedIn has offices across the globe.",No,LinkedIn
252,25,25.0,157115,"At SoundHound Inc., we believe every brand should have a voice. As the leading innovator of conversational technologies, we’re trusted by top brands around the globe. Houndify, our independent Voice AI platform, with 70,000+ users, allows brands to create custom voice assistants that deliver results with unprecedented speed and accuracy.  Our mission is to enable humans to interact with the things around them in the same way we interact with each other: by speaking naturally. We’re making that a reality through our SoundHound music discovery app and Hound voice assistant and through our strategic partnerships with brands like Mercedes-Benz, Hyundai, Deutsche Telekom, and Pandora. Today, our customized voice AI solutions allow people to talk to phones, cars, smart speakers, mobile apps, coffee machines, and every other part of the emerging ‘voice-first’ world.   Our diverse team of engineers, UX/UI designers, writers, data scientists and linguists are all passionate about creating a world with more conversations. With more than 14 years of expertise in voice technology, we have hundreds of millions of end users, and a worldwide team in six countries building solutions for a voice-first world.",No,SoundHound Inc.
253,26,26.0,2261199,"Remitly is an international payments company that leverages digital channels, including mobile phones, to send money internationally. Remitly's digital products are fundamentally faster, less expensive, and far more convenient for customers to send money across borders.",No,Remitly
254,27,27.0,626240,"AdRoll Group has been on a mission to accelerate growth for companies, big and small, since 2007.   Our technology powers a suite of  data-driven marketing and advertising solutions, AdRoll - for ambitious commerce companies and RollWorks - for ambitious B2B companies. AdRoll Group has empowered over 37,000 AdRoll and RollWorks customers worldwide to understand, attract and engage buyers, driving growth for their businesses.  AdRoll Group is a privately-held company headquartered in San Francisco, CA with offices in New York, Dublin, Sydney, Chicago, and Salt Lake City.   AdRoll Group is committed to creating diverse teams of “Rollers” and is proud to be an equal opportunity employer. All qualified applicants will receive consideration without regard to race, color, ancestry, sex, religion, gender, gender identity or expression, sexual orientation, marital status, national origin, citizenship, genetics, disability, age, veteran status or other characteristics.",No,"Adroll Group (now NextRoll, Inc.)"
255,28,28.0,18488667,"One-third of the world’s food goes to waste. Which means all the water, energy and greenhouse gases used to produce that food are wasted with it, making the food industry one of the biggest contributors to climate change.  This is an issue with a $990 billion price tag for the food industry and an even bigger one for the planet.  And with the world population expected to grow to 10 billion people by mid-century, the costs will only increase. It’s an insanely complex problem, but we believe the solution is simple Economics 101: supply and demand.  What if we could eliminate waste by better balancing the supply and demand of food?   On-demand delivery is changing the landscape for food brands, creating a massive opportunity: data. Zume uses real-time food consumption data and predictive analytics to help food companies better predict demand, connect it with production and drive better resource decisions down the food supply chain.  Our technology harnesses that data and gives it purpose by allowing any food company to tap into our infrastructure. We call it a sustainability fabric because it weaves all the pieces of the food system together in a way that’s better for business and our planet.  The health and well-being of people and our planet is dependent upon sustainably feeding that population with wholesome, affordable food on a global scale. Zume is meeting this challenge with an end-to-end, scalable platform that reduces the time and distance between clean food sources and dense population centers, using cutting-edge automation and transportation logistics. By developing better tools and processes, we can feed people healthier, sustainably-grown food, delivered fresh and free from chemical stabilization.",No,Zume Inc.
256,29,29.0,9223,"Netsmart designs, builds and delivers electronic health records (EHRs), solutions and services that are powerful, intuitive and easy-to-use. Our platform provides accurate, up-to-date information that is easily accessible to care team members in behavioral health, care at home, senior living and social services. We make the complex simple and personalized so our clients can concentrate on what they do best: provide services and treatment that support whole-person care.   By leveraging the powerful Netsmart network, care providers can seamlessly and securely integrate information across communities, collaborate on the most effective treatments and improve outcomes for those in their care. Our streamlined systems and personalized workflows put relevant information at the fingertips of users when and where they need it.   For 50 years, Netsmart has been committed to providing a common platform to integrate care. SIMPLE. PERSONAL. POWERFUL.   Our more than 1,700 associates work hand-in-hand with our 600,000+ users in more than 25,000 organizations across the U.S. to develop and deploy technology that automates and coordinates everything from clinical to financial to administrative. ",No,Netsmart
257,30,30.0,6453825,"Samsara is the leader in Industrial IoT. Our mission is to increase the efficiency, safety, and sustainability of the operations that power our economy.   Samsara’s portfolio of complete Internet of Things (“IoT”) solutions combine hardware, software, and cloud to bring real-time visibility, analytics, and AI to operations. We serve over 10,000 customers across diverse sizes and industries, from transportation and logistics to field services, food production, energy, construction, local governments, and manufacturing. Our growing suite of solutions include vehicle telematics, driver safety, mobile workflow and compliance, asset tracking, and industrial process controls - all in an integrated, open, real-time platform.   Samsara was founded in 2015 by the co-founders of Meraki, now part of Cisco Systems. Our fast-growing team of 1,300 employees is headquartered in San Francisco, with offices in San Jose, Atlanta & London. Samsara has raised over $530M from Andreessen Horowitz, General Catalyst, Tiger Global, and Dragoneer. ",Yes,Samsara
258,31,31.0,2917764,"Algorithmia invented the AI Layer.  Our serverless infrastructure is custom built to host scalable AI models and advanced algorithms. Simply add your code and we’ll automatically generate API pipelines for hassle-free deployment and maintenance-free scalability. Any model you add can optionally be monetized in the marketplace.  Today more than 55,000 developers have access to a growing library of 4,000 algorithmic microservices. Our team is dedicated to reaching developers on every corner of the earth, we hope you consider joining us.",No,Algorithmia
259,32,32.0,10667,"Founded in 2004, Facebook’s mission is to give people the power to build community and bring the world closer together. Over 2 billion people use Facebook, Instagram, WhatsApp, or Messenger every month to stay connected with friends and family, to discover what’s going on in the world, and to share and express what matters to them.   Facebook is defined by our unique culture – one that rewards impact. We encourage people to be bold and solve the problems they care most about. We work in small teams and move fast to develop new products, constantly iterating. The phrase “this journey is 1% finished” reminds us that we’ve only begun to fulfill our mission.  As we evolve our journey to bring the world closer together, we stay true to the same core values to guide the way we work and the decisions we make every step of the way: be open, be bold, move fast, focus on impact, and build social value.  For a full listing of our jobs, visit http://www.facebook.com/careers  We created this space on LinkedIn to share information about careers at Facebook. This includes employee stories, current openings, and inside looks at particular teams and initiatives. We welcome relevant comments and discussion, so please be respectful. We reserve the right to moderate content, including off-topic, inaccurate, spam comments and posts.  If you are seeking support for issues related to your Facebook account, please reference our Help Center (https://www.facebook.com/help) or Help Community (https://www.facebook.com/help/community). ",No,Facebook
260,33,33.0,18505670,"Brex is rebuilding B2B financial products, starting with a corporate credit card for technology companies. We help startups of all sizes (from recently incorporated to later-stage companies) to instantly get a credit card that has 20x higher limits, completely automates expense management, kills receipt tracking and magically integrates with their accounting systems.  Brex was founded by Henrique Dubugras and Pedro Franceschi, two engineers who previously founded Pagar.me, one of the largest payment processors in Brazil with over $1.5 billion in GMV.  Brex is backed by the co-founders of PayPal (Max Levchin and Peter Thiel), Y Combinator, Ribbit Capital, Yuri Milner, and Carl Pascarella (former CEO of Visa). Brex is building the next generation of B2B financial services with better tech and without the restrictions of legacy technology.",No,Brex
261,34,34.0,1482,"HELP US REIMAGINE MONEY.  At PayPal, we believe that now is the time to democratize financial services so that moving and managing money is a right for all citizens, not just the affluent. We are driven by this purpose, and we uphold our cultural values of collaboration, innovation, wellness and inclusion as our guide for making decisions and conducting business every day. It is our duty and privilege to be customer champions and put those we serve at the center of everything we do.  We are one team that respects and values diversity of thought for everyone, everywhere, and we actively seek to create an energizing workplace that brings out the best in all of us. If you’re ready to shape the future of money, join the team at PayPal. We're proud to work here. You will be too.  PayPal is headquartered in San Jose, California and its international headquarters is located in Singapore. More information about the company can be found at www.paypal-media.com.",No,PayPal
262,35,35.0,1815218,"At Uber, we ignite opportunity by setting the world in motion. We take on big problems to help drivers, riders, delivery partners, and eaters get moving in more than 600 cities around the world.  We welcome people from all backgrounds who seek the opportunity to help build a future where everyone and everything can move independently. If you have the curiosity, passion, and collaborative spirit, work with us, and let’s move the world forward, together.",No,Uber
263,36,36.0,20226,"Splunk Inc. (NASDAQ: SPLK) helps organizations ask questions, get answers, take actions and achieve business outcomes from their data. Organizations use market-leading Splunk solutions with machine learning to monitor, investigate and act on all forms of business, IT, security, and Internet of Things data.  Splunk is the world’s first Data-to-Everything Platform. Now organizations no longer need to worry about where their data is coming from, and they are free to focus on the business outcomes that data can deliver. Innovators in IT, Security, IoT and business operations can now get a complete view of their business in real time, turn data into business outcomes, and embrace technologies that prepare them for a data-driven future.  With more than 5,000 employees in 27 offices worldwide, we’re focused on creating lasting data outcomes for our customers.",No,Splunk
264,37,37.0,735085,"Nutanix makes infrastructure invisible, elevating IT to focus on the applications and services that power their business. The Nutanix enterprise cloud platform leverages web-scale engineering and consumer-grade design to natively converge compute, virtualization and storage into a resilient, software-defined solution with rich machine intelligence. The result is predictable performance, cloud-like infrastructure consumption, robust security, and seamless application mobility for a broad range of enterprise applications.   The Nutanix solution enables easy deployment of any virtual workload, including large-scale virtual desktop initiatives (VDI), development/test apps, private clouds, big data (Hadoop) projects and more. Nutanix customers can radically simplify and seamlessly scale out their datacenter infrastructures with cost-efficient appliances that can be deployed in under 30 minutes for rapid time to value.  The Nutanix Engineering team is led by the same developers and architects who created the renowned Google File System. The company's management team hails from leading cloud, database, virtualization and infrastructure companies, and brings unparalleled experience in developing technologies that fundamentally disrupt multi-billion dollar markets.  http://go.nutanix.com/rs/nutanix/images/Nutanix_Corporate_Backgrounder.pdf",No,Nutanix
265,38,38.0,418095,"Zendesk is a service-first CRM company that builds support, sales, and customer engagement software designed to foster better customer relationships. From large enterprises to start-ups, we believe that powerful, innovative customer experience should be within reach for every company, no matter the size, industry or ambition.  Zendesk serves more than 150,000 customers across hundreds of industries in over 30 languages. Zendesk is headquartered in San Francisco, and operates offices worldwide. Learn more at www.zendesk.com.",No,Zendesk
266,39,39.0,814025,"Elastic (NYSE: ESTC) is a search company. As the creators of the Elastic Stack (Elasticsearch, Kibana, Beats, and Logstash), Elastic builds self-managed and SaaS offerings that make data usable in real time and at scale for use cases like application search, site search, enterprise search, logging, APM, metrics, security, business analytics, and many more. Thousands of organizations worldwide, including Cisco, eBay, Goldman Sachs, Microsoft, The Mayo Clinic, NASA, The New York Times, Wikipedia, and Verizon, use Elastic to power mission-critical systems. Founded in 2012, Elastic is a distributed company with Elasticians working in countries around the world. Learn more at elastic.co.",No,Elastic
267,40,40.0,1632202,"Pure Storage (NYSE:PSTG) helps innovators build a better world with data. Pure's data solutions enable SaaS companies, cloud service providers, and enterprise and public sector customers to deliver real-time, secure data to power their mission-critical production, DevOps, and modern analytics environments in a multi-cloud environment. One of the fastest growing enterprise IT companies in history, Pure Storage enables customers to quickly adopt next-generation technologies, including artificial intelligence and machine learning, to help maximize the value of their data for competitive advantage. And with a Satmetrix-certified NPS customer satisfaction score in the top one percent of B2B companies, Pure's ever-expanding list of customers are among the happiest in the world.",No,Pure Storage
268,41,41.0,426253,"New Relic is the industry’s largest and most comprehensive cloud-based observability platform built to help customers create more perfect software. The world’s best software and DevOps teams rely on New Relic to move faster, make better decisions and create best-in-class digital experiences. If you run software, you need to run New Relic. Learn why more than 50% of the Fortune 100 trust New Relic to make the world’s software run at newrelic.com.",No,"New Relic, Inc."
269,42,42.0,400528,"Millions of developers around the world have used Twilio to unlock the magic of communications to improve any human experience. Twilio has democratized communications channels like voice, text, chat, video, and email by virtualizing the world’s communications infrastructure through APIs that are simple enough for any developer to use, yet robust enough to power the world’s most demanding applications. By making communications a part of every software developer’s toolkit, Twilio is enabling innovators across every industry — from emerging leaders to the world’s largest organizations — to reinvent how companies engage with their customers.  Founded in 2008, Twilio has over 1000 employees, with headquarters in San Francisco and other offices in Atlanta, Berlin, Bogotá, Denver, Dublin, Paris, Prague, Hong Kong, Irvine, London, Madrid, Melbourne, Munich, Malmö, Mountain View, Redwood City, Munich, New York City, São Paulo, Sydney, Melbourne, Singapore and Tallinn.",No,Twilio Inc.
270,43,43.0,22688,"Atlassian is a leading provider of collaboration, development, and issue tracking software for teams. With over 138,000 global customers (including 85 of the Fortune 100), we’re advancing the power of collaboration with products including Jira, Jira Service Desk, Jira Ops, Confluence, Bitbucket, Trello, and more. Driven by honest values, an amazing culture, and consistent revenue growth, we’re out to unleash the potential of every team.   For more information, visit https://www.atlassian.com/company",No,Atlassian
271,44,44.0,675562,"We believe everyone should be able to participate and thrive in the economy. So we’re building tools that make commerce easier and more accessible to all. We started with a little white credit card reader but haven’t stopped there. Our new reader helps our sellers accept chip cards and NFC payments, and our Cash app lets people pay each other back instantly.   We’re empowering the independent electrician to send invoices, setting up the favorite food truck with a delivery option, and helping the ice cream shop pay its employees. And, with Square Capital, we have extended over $1 billion in funding to our sellers, helping them manage their cashflow and making it easy to invest in and grow their business.   Let’s shorten the distance between having an idea and making a living from it. And make it easier for customers to shop and pay at their favorite businesses. We’re here to help sellers of all sizes start, run, and grow their business—and helping them grow their business is good business for everyone.  Founded in 2009 and headquartered in San Francisco, Square is currently available in the United States, Canada, Australia, UK, and Japan. Square offices are located in San Francisco, New York, Atlanta, St. Louis, Kitchener-Waterloo, Dublin, London, Toronto, Melbourne, and Tokyo.",No,Square
272,45,45.0,22530,"Xactly is leading the way in Sales Performance Management, with everything businesses need to unleash their true Sales Power.   Designed for complex, ambitious enterprises, Xactly clears immediate sales roadblocks with adaptable products and services delivering planning, strategy, and optimization. Used together, they provide an expansive infrastructure that secures businesses for tomorrow’s competitive landscape.  At Xactly, we’re driven by a singular vision for the future of sales organizations and passionately focused on our customers’ success. We couple our deep expertise and unique data set to give them the real-world insights they need to make the right decisions at the right times – so sales people get visibility; managers find clarity; leaders see a return. It’s why customers say they’ll never work again without us.    For more information, visit www.xactlycorp.com or call 1-866-GO-XACTLY.",No,Xactly Corp
